"0","675","2024-06-04 23:27:32","False"
"1","1260","2024-06-07 10:58:11","True"
"2","415","2024-08-13 00:01:43","True"
"3","513","2024-11-04 09:38:04","False"
"4","333","2024-04-09 08:53:40","True"
"5","143","2024-04-18 19:53:17","False"
"6","616","2024-04-23 22:57:09","True"
"7","3056","2024-01-04 09:38:04","True"
"8","147","2024-01-27 20:48:42","True"
"9","1160","2024-08-06 02:46:04","False"
"10","41","2024-01-23 04:59:30","True"
"11","56","2024-03-29 22:11:20","True"
"12","184","2024-10-14 20:46:28","False"
"13","656","2024-06-21 08:14:22","True"
"14","1950","2024-10-17 15:56:25","True"
"15","275","2024-03-02 01:57:12","True"
"16","420","2024-06-27 14:38:04","False"
"17","2478","2024-01-01 13:28:32","False"
"18","17","2024-09-03 10:30:47","False"
"19","744","2024-08-04 13:28:04","True"
"20","2250","2024-06-29 11:41:29","True"
"21","1584","2024-03-14 15:31:58","False"
"22","1920","2024-02-10 16:57:12","True"
"23","858","2024-02-03 23:44:39","True"
"24","800","2024-03-18 15:03:23","False"
"25","4212","2024-10-26 16:28:23","False"
"26","3052","2024-06-29 15:55:44","True"
"27","2336","2024-03-16 03:19:25","True"
"28","1078","2024-07-22 23:29:41","True"
"29","1836","2024-11-15 18:12:33","False"
"30","4411","2024-07-25 18:13:35","True"
"31","526","2024-06-19 03:39:06","False"
"32","960","2024-08-23 09:54:10","False"
"33","1533","2024-08-18 00:50:19","False"
"34","4185","2024-10-02 04:36:55","False"
"35","1545","2024-05-01 06:53:24","False"
"36","1260","2024-01-14 00:11:50","False"
"37","1573","2024-07-26 12:24:35","False"
"38","119","2024-04-28 17:43:16","True"
"39","594","2024-05-11 18:52:52","True"
"40","1275","2024-03-14 22:29:58","True"
"41","4030","2024-03-28 04:57:07","True"
"42","1053","2024-03-17 17:38:51","False"
"43","1935","2024-07-06 14:26:22","False"
"44","160","2024-02-29 20:11:21","False"
"45","517","2024-12-02 23:33:18","True"
"46","269","2024-03-26 22:59:53","True"
"47","1295","2024-03-29 01:54:22","False"
"48","2004","2024-01-29 04:04:55","True"
"49","585","2024-08-14 15:42:04","True"
"50","987","2024-11-25 18:15:19","True"
"51","1036","2024-04-18 07:23:18","True"
"52","3897","2024-01-10 02:34:29","False"
"53","2365","2024-09-14 15:56:02","False"
"54","1743","2024-01-28 08:21:56","False"
"55","1456","2024-10-23 17:18:51","True"
"56","42","2024-09-05 15:22:42","False"
"57","3717","2024-10-23 22:33:24","False"
"58","1630","2024-01-17 10:35:41","False"
"59","167","2024-11-26 02:34:28","False"
"60","3376","2024-11-25 01:08:14","False"
"61","3171","2024-08-28 03:41:54","True"
"62","1460","2024-04-05 12:54:46","True"
"63","5500","2024-07-02 15:30:50","True"
"64","3590","2024-08-23 00:46:47","True"
"65","324","2024-08-21 15:26:30","True"
"66","4290","2024-05-21 16:20:29","True"
"67","4113","2024-03-11 09:09:28","True"
"68","276","2024-02-09 16:38:31","False"
"69","2556","2024-05-24 05:19:21","False"
"70","1225","2024-06-10 19:18:08","True"
"71","2416","2024-05-20 13:16:42","True"
"72","28","2024-11-18 16:06:29","False"
"73","288","2024-03-31 07:03:10","False"
"74","1675","2024-03-06 02:11:18","False"
"75","918","2024-07-05 07:54:24","True"
"76","4700","2024-01-08 12:21:46","False"
"77","2272","2024-01-17 08:05:19","False"
"78","2849","2024-04-25 02:43:50","True"
"79","1068","2024-06-18 00:23:43","True"
"80","380","2024-08-28 10:45:06","True"
"81","896","2024-10-03 22:20:10","True"
"82","473","2024-05-09 05:06:55","False"
"83","230","2024-09-24 08:21:38","True"
"84","2634","2024-08-10 10:27:56","False"
"85","840","2024-08-13 12:15:09","True"
"86","2275","2024-10-11 21:05:20","False"
"87","664","2024-06-29 16:00:35","True"
"88","1500","2024-04-28 07:53:29","False"
"89","188","2024-10-12 18:10:25","True"
"90","1112","2024-06-28 07:54:20","True"
"91","1792","2024-04-06 20:13:39","True"
"92","756","2024-10-10 05:30:28","False"
"93","2926","2024-02-01 06:00:42","True"
"94","348","2024-04-22 22:38:23","False"
"95","468","2024-04-02 09:32:48","True"
"96","1926","2024-08-31 14:23:06","True"
"97","1278","2024-01-20 02:49:41","False"
"98","176","2024-02-21 16:24:26","True"
"99","381","2024-03-11 20:15:07","True"
"100","380","2024-01-23 12:25:59","True"
"101","726","2024-06-26 07:55:36","True"
"102","2702","2024-09-23 07:23:13","True"
"103","1255","2024-10-23 00:28:32","False"
"104","480","2024-07-01 16:39:56","True"
"105","3088","2024-07-10 15:48:07","True"
"106","4430","2024-02-27 03:58:20","False"
"107","495","2024-10-08 16:32:08","False"
"108","2583","2024-08-07 23:03:39","True"
"109","3069","2024-09-05 12:58:56","True"
"110","830","2024-03-22 18:02:04","True"
"111","460","2024-02-18 12:58:44","True"
"112","1344","2024-08-13 11:03:33","True"
"113","3640","2024-06-07 06:27:05","False"
"114","2240","2024-10-23 11:05:45","True"
"115","3450","2024-03-10 16:17:40","False"
"116","568","2024-06-06 20:48:29","True"
"117","1440","2024-08-28 00:29:25","False"
"118","637","2024-02-23 19:45:31","False"
"119","32","2024-08-28 11:17:50","False"
"120","1215","2024-07-14 08:34:54","False"
"121","513","2024-03-24 22:35:05","False"
"122","1690","2024-11-07 21:35:31","False"
"123","3267","2024-06-25 04:25:57","True"
"124","4520","2024-08-26 09:09:26","False"
"125","2652","2024-07-30 22:18:19","False"
"126","1539","2024-03-27 20:08:37","False"
"127","1911","2024-12-04 14:16:57","True"
"128","2226","2024-02-02 06:14:00","True"
"129","1185","2024-10-31 20:49:00","False"
"130","1086","2024-10-02 11:32:38","True"
"131","256","2024-10-10 02:02:01","True"
"132","2574","2024-02-15 11:17:06","False"
"133","1735","2024-10-28 00:57:21","False"
"134","256","2024-07-02 23:53:40","True"
"135","254","2024-04-03 00:41:54","False"
"136","1845","2024-03-03 23:36:49","True"
"137","80","2024-04-20 22:38:42","False"
"138","546","2024-02-28 07:12:12","True"
"139","1030","2024-08-21 23:39:17","True"
"140","936","2024-08-12 01:30:36","False"
"141","1900","2024-06-10 15:36:50","False"
"142","1030","2024-09-23 17:49:42","False"
"143","261","2024-01-29 12:30:48","False"
"144","22","2024-05-20 16:17:14","True"
"145","186","2024-09-26 18:16:22","False"
"146","4103","2024-08-18 12:16:16","False"
"147","5291","2024-04-14 18:51:47","True"
"148","395","2024-11-06 04:33:10","True"
"149","135","2024-07-03 08:42:28","False"
"150","1512","2024-01-02 09:55:04","True"
"151","231","2024-09-27 18:08:19","False"
"152","1355","2024-08-10 14:51:42","False"
"153","1122","2024-04-05 05:38:07","True"
"154","316","2024-10-16 12:57:38","False"
"155","228","2024-06-05 11:20:35","True"
"156","271","2024-02-24 07:10:32","False"
"157","712","2024-04-20 23:20:19","True"
"158","2387","2024-01-03 11:54:14","True"
"159","2380","2024-05-24 08:43:53","False"
"160","489","2024-02-07 16:33:26","True"
"161","366","2024-07-08 11:25:11","False"
"162","3150","2024-10-30 18:35:44","False"
"163","4230","2024-09-14 11:54:34","True"
"164","715","2024-03-22 00:57:57","False"
"165","1840","2024-11-26 20:07:23","False"
"166","12","2024-01-08 08:40:54","False"
"167","1560","2024-09-03 16:39:05","True"
"168","2472","2024-03-13 00:42:09","True"
"169","924","2024-04-16 19:27:08","True"
"170","2790","2024-07-22 07:03:24","False"
"171","666","2024-11-12 06:21:59","False"
"172","3352","2024-08-19 18:30:08","False"
"173","153","2024-02-13 08:54:02","True"
